n,a_n
57028,18759
57029,-29823
57030,-7908
57031,32729
57032,-6386
57033,-43144
57034,27745
57035,-57017
57036,13274
57037,-39750
57038,-30870
57039,-37202
57040,38473
57041,49660
57042,-42665
57043,-47050
57044,-56932
57045,-3299
57046,-18358
57047,56744
57048,29991
57049,55746
57050,57048
57051,10267
57052,15507
57053,5623
57054,-24857
57055,-37572
57056,56628
57057,-40629
57058,-53540
57059,-47321
57060,-41335
57061,49928
57062,55443
57063,9818
57064,-28503
57065,-35445
57066,-57055
57067,29133
57068,-48368
57069,-2250
57070,-33141
57071,18981
57072,-27499
57073,34059
57074,-47843
57075,-17659
57076,6132
57077,-21636
57078,-8454
57079,-1477
57080,-24899
57081,54406
57082,-5785
57083,55407
57084,54514
57085,50463
57086,22375
57087,31151
57088,-49020
57089,56370
57090,-22393
57091,15365
57092,28843
57093,-2163
57094,-57088
57095,48704
57096,6317
57097,38617
57098,29511
57099,-51427
57100,43710
57101,-48699
57102,52627
57103,-46780
57104,-56729
57105,54394
57106,25601
57107,-9183
57108,7099
57109,-48035
57110,-2755
57111,-10045
57112,55441
57113,-55247
57114,49499
57115,3779
57116,18827
57117,30568
57118,17073
57119,57113
57120,-52238
57121,22386
57122,-47730
57123,-12312
57124,5609
57125,-54338
57126,-48479
57127,50484
57128,-56236
57129,-56949
57130,55742
57131,-37740
57132,2707
57133,-49638
57134,-42392
57135,34638
57136,-53264
57137,-56634
57138,27853
57139,-20150
57140,9968
57141,15431
57142,-27548
57143,-33482
57144,50786
57145,-47673
57146,-35422
57147,29518
57148,-22492
57149,55610
57150,-35421
57151,-25229
57152,-51704
57153,18626
57154,27541
57155,55676
57156,36604
57157,-55135
57158,-2792
57159,-43905
57160,54110
57161,-40677
57162,19157
57163,-23930
57164,26838
57165,33493
57166,-26437
57167,27296
57168,55062
57169,36584
57170,-8747
57171,-41250
57172,-44369
57173,16179
57174,-11476
57175,-13480
57176,-31052
57177,-27319
57178,16338
57179,56559
57180,-45056
57181,37786
57182,-50334
57183,32173
57184,2876
57185,-56717
57186,55309
57187,-54471
57188,-50304
57189,-41750
57190,56100
57191,-31343
57192,-35513
57193,-24184
57194,-1126
57195,-55257
57196,-26068
57197,46052
57198,32610
57199,15164
57200,25787
57201,41334
57202,-3744
57203,40169
57204,32129
57205,3888
57206,-54991
57207,-30491
57208,55098
57209,38917
57210,-49617
57211,55342
57212,-16695
57213,-31190
57214,-15154
57215,49430
57216,10314
57217,-8628
57218,-53045
57219,-40726
57220,57183
57221,-15230
57222,24438
57223,24849
57224,-48085
57225,12333
57226,-44565
57227,57115
57228,42829
57229,18685
57230,-53195
57231,-57222
57232,-49104
57233,-45071
57234,-56666
57235,50832
57236,49096
57237,-41453
57238,-17739
57239,-57238
57240,55498
57241,-56155
57242,-47177
57243,-16748
57244,9657
57245,-14482
57246,38693
57247,52134
57248,38179
57249,40078
57250,-36994
57251,56371
57252,-56448
57253,7811
57254,48200
57255,56879
57256,-25678
57257,56201
57258,-49640
57259,-17225
57260,-19772
57261,53036
57262,-20553
57263,-36925
57264,54862
57265,-20576
57266,56715
57267,9809
57268,46509
57269,43491
57270,-53555
57271,15275
57272,31223
57273,55020
57274,-54997
57275,-15770
57276,40895
57277,-44453
57278,29258
57279,-19515
57280,31085
57281,49949
57282,-41821
57283,-6774
57284,-38037
57285,56490
57286,-48890
57287,-29210
57288,28890
57289,-4920
57290,-15051
57291,-20741
57292,-11676
57293,-55204
57294,3789
57295,13582
57296,-44703
57297,54860
57298,57190
57299,24789
57300,55327
57301,-22936
57302,-39808
57303,44145
57304,-35130
57305,-37392
57306,-39652
57307,53042
57308,-34696
57309,-14216
57310,16563
57311,28655
57312,-29144
57313,-30205
57314,-56605
57315,12312
57316,-5633
57317,7108
57318,56703
57319,-22017
57320,-37736
57321,41557
57322,713
57323,8083
57324,17915
57325,57193
57326,-17258
57327,54059
57328,-57271
57329,13301
57330,-27648
57331,-52492
57332,-43883
57333,-54107
57334,-34712
57335,29612
57336,-34803
57337,-24241
57338,-26020
57339,-55679
57340,30135
57341,42826
57342,-10885
57343,-33252
57344,-56338
57345,-10329
57346,30301
57347,-19065
57348,-55636
57349,57314
57350,-53784
57351,3799
57352,-41718
57353,40786
57354,55224
57355,50703
57356,-42564
57357,-56858
57358,-56981
57359,53618
57360,-24340
57361,50038
57362,-55079
57363,-32273
57364,-31503
57365,44620
57366,2318
57367,-27267
57368,51570
57369,-39383
57370,319
57371,-56898
57372,33120
57373,55722
57374,23858
57375,38918
57376,-2852
57377,30778
57378,10452
57379,4512
57380,35768
57381,-47257
57382,-52682
57383,33934
57384,-57166
57385,-57382
57386,41569
57387,-30187
57388,-30671
57389,-20706
57390,-13487
57391,8161
57392,-43406
57393,-56413
57394,-31421
57395,53696
57396,-5820
57397,-56257
57398,27534
57399,50679
57400,-52909
57401,56897
57402,21531
57403,-57145
57404,30998
57405,5426
57406,-25974
57407,36459
57408,-41868
57409,-307
57410,44107
57411,-47056
57412,-54017
57413,-25275
57414,44508
57415,-49999
57416,30151
57417,-52059
57418,-18710
57419,55706
57420,-37899
57421,52956
57422,55544
57423,34383
57424,56684
57425,-13862
57426,-55226
57427,-3289
57428,-14072
57429,41455
57430,-57055
57431,29319
57432,57217
57433,42264
57434,-8814
57435,55479
57436,-57378
57437,2772
57438,51583
57439,-53330
57440,57117
57441,16755
57442,-44507
57443,3263
57444,51573
57445,33146
57446,46528
57447,48735
57448,28883
57449,-41323
57450,57344
57451,-28013
57452,-31568
57453,-54990
57454,24361
57455,50958
57456,56270
57457,-46196
57458,-51718
57459,-51251
57460,46491
57461,56890
57462,51245
57463,-35200
57464,-57445
57465,47670
57466,-28895
57467,56305
57468,56387
57469,57026
57470,-10842
57471,20445
57472,-26790
57473,57338
57474,-40929
57475,-18670
57476,-26805
57477,-46123
57478,55036
57479,57477
57480,-57478
57481,31465
57482,-53406
57483,50567
57484,-4324
57485,-52894
57486,-48234
57487,51942
57488,-51046
57489,-56676
57490,-57215
57491,-17786
57492,57030
57493,-35639
57494,-40142
57495,54931
57496,-14364
57497,-34260
57498,46163
57499,24367
57500,41545
57501,31455
57502,56397
57503,-43997
57504,-48547
57505,-1801
57506,43856
57507,-34037
57508,-47924
57509,-48267
57510,23953
57511,57358
57512,-53574
57513,23474
57514,1136
57515,-54697
57516,-54929
57517,-56620
57518,-45916
57519,57440
57520,-44333
57521,52634
57522,-13855
57523,-31347
57524,-10776
57525,-19028
57526,-33740
57527,37287
57528,30712
57529,-11977
57530,-54572
57531,-32770
57532,2702
57533,13138
57534,-8052
57535,5628
57536,-56771
57537,-37977
57538,-56951
57539,-11900
57540,19894
57541,57015
57542,56461
57543,16834
57544,56105
57545,37210
57546,47685
57547,54330
57548,-37218
57549,-24939
57550,-49557
57551,-57469
57552,-8854
57553,-48174
57554,-42009
57555,21189
57556,49707
57557,38000
57558,-37285
57559,-31463
57560,-2904
57561,-52961
57562,-1783
57563,56950
57564,-40954
57565,-11329
57566,-23306
57567,-57308
57568,46259
57569,46887
57570,54991
57571,30691
57572,-40547
57573,-57539
57574,38416
57575,32751
57576,5941
57577,-14152
57578,-44192
57579,-40653
57580,-40942
57581,-39855
57582,-39483
57583,29434
57584,-23400
57585,-56912
57586,51126
57587,-15847
57588,-41575
57589,42777
57590,50642
57591,-26262
57592,56998
57593,-4863
57594,10622
57595,-15655
57596,24728
57597,-28832
57598,57566
57599,-29797
57600,-48666
57601,-23058
57602,55349
57603,23525
57604,39445
57605,-42791
57606,-34105
57607,7463
57608,-56989
57609,-28083
57610,17202
57611,-56351
57612,14394
57613,-40414
57614,-30214
57615,55568
57616,-27156
57617,-4205
57618,-57604
57619,13862
57620,55416
57621,-57181
57622,44119
57623,-57568
57624,-57245
57625,51393
57626,17808
57627,57227
57628,-14353
57629,-46432
57630,38837
57631,34031
57632,55018
57633,37659
57634,-38387
57635,-6939
57636,-40461
57637,23931
57638,-57444
57639,-1252
57640,-57476
57641,30733
57642,53743
57643,12887
57644,10717
57645,-49345
57646,239
57647,13648
57648,45920
57649,35335
57650,-57534
57651,52089
57652,56752
57653,44112
57654,-45075
57655,31183
57656,-25006
57657,50786
57658,-48101
57659,4311
57660,38664
57661,-23473
57662,47900
57663,-7867
57664,-25182
57665,48734
57666,57611
57667,26321
57668,38749
57669,32385
57670,57336
57671,53907
57672,-23079
57673,-43718
57674,22641
57675,25512
57676,44228
57677,35303
57678,-46007
57679,-57595
57680,10431
57681,45626
57682,-34905
57683,-54480
57684,57539
57685,-38494
57686,3757
57687,-19496
57688,38215
57689,35689
57690,28038
57691,37797
57692,-27600
57693,51637
57694,56398
57695,7407
57696,-44299
57697,-32485
57698,-46317
57699,27635
57700,57689
57701,3797
57702,53471
57703,51244
57704,-57478
57705,31588
57706,37793
57707,-20305
57708,44721
57709,-23985
57710,-50342
57711,-51927
57712,-21675
57713,52731
57714,34125
57715,49200
57716,26780
57717,50470
57718,-17831
57719,36292
57720,18252
57721,-35081
57722,-53039
57723,-28119
57724,-56843
57725,47861
57726,53016
57727,-57645
57728,-4823
57729,35177
57730,-31980
57731,57017
57732,-13441
57733,-55081
57734,-29883
57735,-9803
57736,-54432
57737,-40011
57738,18387
57739,39008
57740,52842
57741,23102
57742,-55188
57743,-20244
57744,23710
57745,-22502
57746,-54390
57747,-22150
57748,-56586
57749,20718
57750,41568
57751,-57742
57752,26311
57753,-9291
57754,55809
57755,56849
57756,-54999
57757,-43870
57758,-41438
57759,-22111
57760,-26202
57761,-51920
57762,-51526
57763,38900
57764,41431
57765,-18382
57766,29766
57767,32156
57768,-56267
57769,-50827
57770,-42536
57771,53070
57772,46126
57773,52415
57774,35797
57775,57342
57776,57591
57777,-36171
57778,55640
57779,39276
57780,-10986
57781,-8609
57782,-49716
57783,16867
57784,12097
57785,55246
57786,-51320
57787,50345
57788,-47921
57789,43583
57790,17895
57791,27112
57792,3204
57793,-23800
57794,37497
57795,-50128
57796,-39292
57797,5807
57798,56224
57799,51076
57800,-769
57801,-36803
57802,-39736
57803,-52426
57804,45217
57805,-3292
57806,21933
57807,-57782
57808,-55908
57809,-12450
57810,-7593
57811,-13151
57812,-16702
57813,-55602
57814,-50103
57815,-44571
57816,54394
57817,25919
57818,43842
57819,-50845
57820,-57493
57821,-55511
57822,46772
57823,-1813
57824,17143
57825,35957
57826,-57544
57827,-30357
57828,-12047
57829,-48906
57830,42562
57831,-16936
57832,-18523
57833,-9764
57834,4047
57835,34014
57836,1366
57837,32311
57838,16006
57839,23295
57840,-5228
57841,-21978
57842,31809
57843,-21155
57844,26967
57845,-24181
57846,9290
57847,-17678
57848,14765
57849,-26991
57850,57849
57851,-16380
57852,15105
57853,12771
57854,-23902
57855,-39984
57856,47070
57857,26855
57858,35750
57859,-56110
57860,-52933
57861,17394
57862,48642
57863,-38197
57864,-57778
57865,47715
57866,27276
57867,36953
57868,57861
57869,-43606
57870,-37010
57871,-51656
57872,-54106
57873,-57690
57874,46533
57875,-15455
57876,57754
57877,-49892
57878,20769
57879,3990
57880,10214
57881,-36500
57882,-47957
57883,32112
57884,-56603
57885,46232
57886,18350
57887,2468
57888,-55649
57889,53354
57890,-18869
57891,-32422
57892,-40040
57893,22629
57894,-6250
57895,56757
57896,48313
57897,57889
57898,52309
57899,57673
57900,-20281
57901,52173
57902,-31287
57903,-7005
57904,39541
57905,45891
57906,-56913
57907,5353
57908,-15659
57909,-55832
57910,21733
57911,-29670
57912,-41500
57913,24616
57914,-57839
57915,-43980
57916,43296
57917,-57343
57918,-27296
57919,-55786
57920,39021
57921,38293
57922,-7347
57923,-53671
57924,-1798
57925,-49020
57926,57196
57927,9470
57928,54784
57929,45642
57930,46850
57931,31320
57932,-57595
57933,10476
57934,54234
57935,-36702
57936,-54546
57937,-57661
57938,-11986
57939,42519
57940,36661
57941,-56956
57942,50962
57943,-45957
57944,-56649
57945,11443
57946,56128
57947,17441
57948,-52218
57949,57940
57950,22207
57951,46051
57952,57915
57953,14928
57954,-43472
57955,56663
57956,54719
57957,-55194
57958,-34676
57959,45393
57960,-7387
57961,52060
57962,-35911
57963,-30082
57964,55013
57965,-31333
57966,54921
57967,-18383
57968,57943
57969,-29547
57970,18293
57971,27486
57972,-11853
57973,-13167
57974,32020
57975,44968
57976,-39822
57977,42726
57978,19334
57979,34572
57980,54590
57981,57596
57982,-53653
57983,-44712
57984,-43688
57985,-49180
57986,-57873
57987,57329
57988,54403
57989,-2323
57990,56743
57991,-25038
57992,27472
57993,54614
57994,30479
57995,-38755
57996,-17856
57997,42115
57998,-53866
57999,-14478
58000,-57974
58001,47209
58002,-16432
58003,-57710
58004,50518
58005,53855
58006,56232
58007,-34321
58008,-45431
58009,24108
58010,-31886
58011,53312
58012,-42702
58013,-57733
58014,-2798
58015,-53167
58016,56116
58017,44422
58018,-6949
58019,11698
58020,-55763
58021,15457
58022,20668
58023,29733
58024,47771
58025,-3354
58026,54513
58027,4888
58028,-18149
58029,1114
58030,55344
58031,57518
58032,57373
58033,54793
58034,-26931
58035,-55389
58036,-23671
58037,-45487
58038,-6952
58039,-19606
58040,-36486
58041,25618
58042,57644
58043,51289
58044,-34738
58045,57296
58046,-20814
58047,47170
58048,49269
58049,32659
58050,-48758
58051,-26907
58052,-39192
58053,34277
58054,46096
58055,32249
58056,-30417
58057,-5788
58058,-53818
58059,-33913
58060,-27465
58061,-54051
58062,-5892
58063,57969
58064,18948
58065,-50503
58066,54985
58067,43450
58068,56878
58069,29603
58070,13099
58071,-57584
58072,57161
58073,15953
58074,-432
58075,58048
58076,-41360
58077,46648
58078,57969
58079,18953
58080,13152
58081,55858
58082,26959
58083,-48669
58084,30531
58085,48960
58086,57429
58087,36811
58088,-47549
58089,48727
58090,45432
58091,-57505
58092,-55784
58093,-55324
58094,-30529
58095,48806
58096,-56787
58097,24159
58098,8829
58099,52414
58100,-18924
58101,47402
58102,57920
58103,58082
58104,13534
58105,1099
58106,-30735
58107,41644
58108,-47338
58109,-26928
58110,57354
58111,51377
58112,-33109
58113,-14097
58114,36257
58115,7001
58116,58072
58117,19390
58118,5235
58119,51972
58120,-34371
58121,-53407
58122,4365
58123,-56416
58124,38367
58125,55533
58126,46709
58127,-11520
58128,-12703
58129,58103
58130,39882
58131,28818
58132,-9871
58133,-6718
58134,-55606
58135,10981
58136,-52671
58137,47035
58138,-46435
58139,-44849
58140,21392
58141,-45386
58142,-32305
58143,157
58144,-4622
58145,38216
58146,57878
58147,-24693
58148,-4744
58149,-11269
58150,6216
58151,54445
58152,54187
58153,42119
58154,18991
58155,-4210
58156,-15275
58157,-31699
58158,-18849
58159,30695
58160,58022
58161,4339
58162,-25852
58163,-9610
58164,-7654
58165,-51305
58166,-19927
58167,-7093
58168,38192
58169,19500
58170,-7797
58171,24410
58172,-10120
58173,46633
58174,-41783
58175,10550
58176,29507
58177,53380
58178,-54208
58179,-10489
58180,-40830
58181,-55734
58182,-48810
58183,-46470
58184,24709
58185,-21248
58186,57425
58187,9963
58188,-49267
58189,-30114
58190,56181
58191,5889
58192,57984
58193,21345
58194,49575
58195,36047
58196,20825
58197,33703
58198,-345
58199,31663
58200,52190
58201,55736
58202,-49125
58203,-4905
58204,48137
58205,58123
58206,-22364
58207,-48921
58208,-6918
58209,-12300
58210,35906
58211,-39148
58212,33534
58213,34768
58214,341
58215,57668
58216,46504
58217,48862
58218,-42146
58219,58181
58220,-56033
58221,25147
58222,57792
58223,-39190
58224,-57035
58225,-33578
58226,-35591
58227,-5999
58228,57746
58229,-21894
58230,13884
58231,-56141
58232,-39231
58233,54466
58234,-12037
