n,a_n
76634,-72849
76635,-75414
76636,5231
76637,-18832
76638,-73712
76639,55590
76640,35525
76641,-9911
76642,-50816
76643,51611
76644,60789
76645,-55923
76646,-36130
76647,-76152
76648,15676
76649,-39886
76650,-25534
76651,58346
76652,25655
76653,52498
76654,70117
76655,15710
76656,68484
76657,-31382
76658,45222
76659,72153
76660,-3185
76661,41691
76662,67470
76663,70169
76664,-76594
76665,-70605
76666,-57428
76667,23662
76668,-35119
76669,-58318
76670,44269
76671,-55950
76672,75228
76673,-41867
76674,-64739
76675,15244
76676,64208
76677,9894
76678,-69176
76679,73267
76680,-72110
76681,65492
76682,54039
76683,-34373
76684,56832
76685,42597
76686,-11099
76687,-18741
76688,75570
76689,64994
76690,51213
76691,-72617
76692,-60747
76693,-70446
76694,67412
76695,-22307
76696,-76132
76697,74942
76698,48982
76699,-75928
76700,-70099
76701,45995
76702,66837
76703,28712
76704,-63905
76705,73437
76706,-58620
76707,65469
76708,-74858
76709,-9960
76710,-70057
76711,37864
76712,76633
76713,-9978
76714,-22794
76715,75551
76716,70385
76717,52754
76718,28186
76719,-27688
76720,69835
76721,-39243
76722,75121
76723,-53049
76724,-5091
76725,-76632
76726,-58626
76727,51705
76728,47536
76729,-40861
76730,-76132
76731,74975
76732,-59692
76733,-75643
76734,20317
76735,-24163
76736,65018
76737,-29990
76738,-26780
76739,-67099
76740,-58359
76741,-53687
76742,24367
76743,55448
76744,-68749
76745,76675
76746,73735
76747,74368
76748,16655
76749,-75847
76750,-34860
76751,-59538
76752,76315
76753,-41334
76754,5018
76755,-58990
76756,23759
76757,58430
76758,35563
76759,13078
76760,33401
76761,-30812
76762,51805
76763,10498
76764,-71619
76765,8598
76766,39406
76767,-64737
76768,-74762
76769,76669
76770,76770
76771,68407
76772,70984
76773,21657
76774,-69750
76775,-27036
76776,39896
76777,-60847
76778,-45446
76779,21172
76780,-55459
76781,34420
76782,50104
76783,73133
76784,10361
76785,2109
76786,-64252
76787,-11247
76788,-7532
76789,76751
76790,72875
76791,38472
76792,4330
76793,59449
76794,-45999
76795,15233
76796,42262
76797,73909
76798,-8333
76799,-76585
76800,52111
76801,-75718
76802,47463
76803,-13883
76804,22846
76805,25488
76806,-19659
76807,67988
76808,-54745
76809,29460
76810,-73710
76811,-71265
76812,-68875
76813,73531
76814,-69060
76815,-76674
76816,-21940
76817,59359
76818,75610
76819,-73802
76820,22310
76821,-76805
76822,46933
76823,-52218
76824,76813
76825,67006
76826,65850
76827,61290
76828,-47646
76829,-43746
76830,-48175
76831,-74491
76832,49294
76833,51255
76834,6455
76835,63505
76836,57530
76837,70302
76838,-40838
76839,32524
76840,60605
76841,-39253
76842,-71626
76843,56656
76844,38058
76845,52192
76846,-50745
76847,-70022
76848,-62895
76849,-23811
76850,58701
76851,-25723
76852,27123
76853,-76715
76854,33357
76855,-32091
76856,-27720
76857,75910
76858,22952
76859,-35211
76860,-2266
76861,60761
76862,39747
76863,-32056
76864,55750
76865,-49705
76866,73617
76867,-4562
76868,-30458
76869,19701
76870,-5568
76871,-68430
76872,13098
76873,-49538
76874,-75283
76875,65312
76876,-76119
76877,75037
76878,-4572
76879,63961
76880,-74382
76881,-76625
76882,-76872
76883,27754
76884,70808
76885,26853
76886,-74739
76887,-37583
76888,9742
76889,6051
76890,22178
76891,-76684
76892,58517
76893,76299
76894,58311
76895,7769
76896,12144
76897,-75740
76898,-46984
76899,76595
76900,13044
76901,8239
76902,75751
76903,61090
76904,-75920
76905,-20653
76906,-13000
76907,-6878
76908,66851
76909,-66711
76910,-50715
76911,20497
76912,72978
76913,-71610
76914,-39347
76915,-76336
76916,-76911
76917,76538
76918,44804
76919,-75725
76920,-3893
76921,41293
76922,-7204
76923,24782
76924,69145
76925,-76403
76926,39113
76927,13129
76928,-21580
76929,29960
76930,75371
76931,-66758
76932,57489
76933,-64573
76934,-49829
76935,15201
76936,70743
76937,44495
76938,-44909
76939,-5152
76940,16189
76941,-28045
76942,181
76943,-72052
76944,-31904
76945,69477
76946,-48293
76947,-32613
76948,9718
76949,-66898
76950,-61499
76951,56149
76952,48713
76953,-39276
76954,14639
76955,-56355
76956,-68961
76957,-7711
76958,-76898
76959,72701
76960,-75897
76961,-51720
76962,-3069
76963,-25380
76964,-61561
76965,76726
76966,69188
76967,-49879
76968,-5122
76969,-71847
76970,72389
76971,31535
76972,-23262
76973,-76744
76974,-71011
76975,76971
76976,70620
76977,-10648
76978,70024
76979,-66440
76980,-76950
76981,13062
76982,-52033
76983,-71727
76984,74139
76985,-40567
76986,-28982
76987,55641
76988,-19237
76989,65929
76990,-34413
76991,460
76992,74725
76993,-61386
76994,50798
76995,-76983
76996,-76046
76997,-43994
76998,58531
76999,977
77000,2716
77001,76667
77002,-31895
77003,-76988
77004,-10012
77005,-19485
77006,-57461
77007,-73556
77008,73090
77009,-57700
77010,-76864
77011,-75098
77012,-75451
77013,-45421
77014,11252
77015,-71349
77016,21965
77017,-65456
77018,61137
77019,76969
77020,-1538
77021,75630
77022,-49707
77023,-50845
77024,-76588
77025,-59724
77026,-56210
77027,-45018
77028,65748
77029,52449
77030,-8508
77031,-41377
77032,-61140
77033,76605
77034,30337
77035,75334
77036,-75805
77037,76899
77038,-60581
77039,76670
77040,41487
77041,-59010
77042,76613
77043,65650
77044,-10625
77045,-10262
77046,-77040
77047,-73738
77048,76600
77049,76521
77050,-72561
77051,-27543
77052,47070
77053,35766
77054,66151
77055,76942
77056,-73230
77057,38609
77058,-71061
77059,74566
77060,-22655
77061,63798
77062,-76619
77063,-74321
77064,25886
77065,-51013
77066,13915
77067,-59700
77068,23860
77069,29740
77070,76577
77071,-48408
77072,-55354
77073,58540
77074,-32652
77075,76286
77076,74150
77077,65328
77078,76194
77079,-62849
77080,76411
77081,71373
77082,57577
77083,-66141
77084,66858
77085,-75609
77086,22011
77087,64946
77088,11131
77089,-25509
77090,51547
77091,-19238
77092,69170
77093,-77082
77094,9030
77095,67358
77096,59815
77097,-61528
77098,-7095
77099,-73944
77100,25252
77101,-9360
77102,71735
77103,-9736
77104,15645
77105,-10100
77106,-16858
77107,-16358
77108,-20789
77109,68057
77110,-48389
77111,-62798
77112,49937
77113,-75783
77114,-76931
77115,24327
77116,-76885
77117,55479
77118,-77041
77119,-21066
77120,77022
77121,31943
77122,-50507
77123,-28973
77124,-72752
77125,65012
77126,-9105
77127,-47558
77128,-41644
77129,62840
77130,73844
77131,-58689
77132,60783
77133,-39300
77134,74800
77135,-74741
77136,-45497
77137,-33909
77138,75285
77139,-9717
77140,4155
77141,74861
77142,872
77143,-75478
77144,72873
77145,44626
77146,24532
77147,49522
77148,-67860
77149,-77119
77150,56224
77151,68178
77152,-57642
77153,-4468
77154,-47011
77155,-15894
77156,48679
77157,-1687
77158,-2722
77159,-75769
77160,-5269
77161,40271
77162,67915
77163,3861
77164,1338
77165,-24158
77166,57849
77167,-21850
77168,17071
77169,-31074
77170,37472
77171,-61263
77172,-71881
77173,-75465
77174,55514
77175,68201
77176,-12685
77177,52674
77178,68213
77179,30144
77180,-31367
77181,-75115
77182,35668
77183,-76982
77184,-31019
77185,68288
77186,55342
77187,-22525
77188,16798
77189,7390
77190,63853
77191,-9957
77192,74230
77193,33495
77194,-47379
77195,46172
77196,-988
77197,-77160
77198,-47160
77199,77187
77200,-72233
77201,-77016
77202,-11074
77203,-8793
77204,-24130
77205,-41870
77206,70374
77207,56291
77208,-4408
77209,26146
77210,76861
77211,-72125
77212,-23981
77213,72597
77214,67991
77215,46842
77216,58193
77217,-73959
77218,28232
77219,76987
77220,-58997
77221,66262
77222,-35124
77223,-64733
77224,35889
77225,-40656
77226,46702
77227,-61270
77228,-35769
77229,71229
77230,25041
77231,45812
77232,74334
77233,-54110
77234,54967
77235,76641
77236,-74303
77237,71765
77238,-77207
77239,54381
77240,2411
77241,-76097
77242,-75241
77243,11092
77244,63438
77245,13861
77246,22330
77247,-32940
77248,30152
77249,-65262
77250,76648
77251,-42175
77252,-59610
77253,-76387
77254,-56768
77255,42292
77256,-9268
77257,-22951
77258,76911
77259,-76876
77260,-72757
77261,58335
77262,72920
77263,-36563
77264,-70354
77265,-71264
77266,-8651
77267,62680
77268,-67275
77269,-62164
77270,74580
77271,-76268
77272,-33254
77273,18498
77274,23021
77275,-43052
77276,29077
77277,-77272
77278,-75977
77279,-51143
77280,65573
77281,76836
77282,-67905
77283,-38751
77284,-40093
77285,424
77286,8866
77287,31908
77288,70751
77289,55879
77290,37630
77291,251
77292,-24853
77293,-10749
77294,77231
77295,-72793
77296,-57733
77297,-3727
77298,-67845
77299,57301
77300,-77057
77301,-1186
77302,77211
77303,-5976
77304,-49250
77305,-52584
77306,-1710
77307,-63924
77308,69831
77309,-24426
77310,9031
77311,68143
77312,74203
77313,-76417
77314,-60574
77315,62980
77316,-36531
77317,-41107
77318,-52129
77319,40616
77320,77070
77321,33567
77322,61399
77323,-21872
77324,-17771
77325,-64632
77326,1106
77327,12276
77328,-75348
77329,-3227
77330,42657
77331,33984
77332,-76103
77333,-67443
77334,50476
77335,-2387
77336,44333
77337,-70762
77338,-53672
77339,-66345
77340,-57914
77341,-73650
77342,77139
77343,25357
77344,-72247
77345,-15842
77346,-67160
77347,63706
77348,54629
77349,11912
77350,-61507
77351,-60542
77352,27823
77353,67309
77354,-28508
77355,-71762
77356,-76243
77357,-23756
77358,51223
77359,47929
77360,58754
77361,-5084
77362,-60745
77363,57380
77364,71816
77365,-55928
77366,-75773
77367,61869
77368,-77289
77369,34522
77370,63454
77371,8619
77372,-77308
77373,23756
77374,-51228
77375,-71836
77376,-25974
77377,49140
77378,-55087
77379,-56955
77380,67757
77381,-59160
77382,47975
77383,19997
77384,-53468
77385,73053
77386,-77362
77387,21451
77388,15785
77389,77212
77390,-68159
77391,64881
77392,57035
77393,44627
77394,-48447
77395,37082
77396,-75677
77397,-56876
77398,-44120
77399,38946
77400,24648
77401,-62319
77402,-54076
77403,-17976
77404,14862
77405,59402
77406,53671
77407,2411
77408,-76261
77409,-71021
77410,-64510
77411,-39561
77412,-68139
77413,65011
77414,-69624
77415,-1824
77416,-73833
77417,50498
77418,3075
77419,44931
77420,-4494
77421,-77330
77422,-23116
77423,-12427
77424,70369
77425,-34801
77426,77424
77427,40530
77428,-23857
77429,19506
77430,11475
77431,73181
77432,52256
77433,-73535
77434,-19853
77435,74095
77436,-39633
77437,75258
77438,-70619
77439,-58752
77440,68143
77441,74327
77442,-4601
77443,-76711
77444,30832
77445,30852
77446,77442
77447,76327
77448,-70211
77449,-33984
77450,76219
77451,-56663
77452,-73122
77453,76697
77454,-74602
77455,-76338
77456,32997
77457,-58314
77458,18629
77459,-46530
77460,-9951
77461,77460
77462,60271
77463,34044
77464,76798
77465,-75969
77466,64916
77467,-74012
77468,-54556
77469,60591
77470,60563
77471,-45210
77472,-47494
77473,43603
77474,-57462
77475,-59279
77476,22020
77477,-42273
77478,20725
77479,6709
77480,-76836
77481,68084
77482,-43490
77483,62244
77484,28396
77485,58517
77486,76887
77487,-25735
77488,61980
77489,35881
77490,-59245
77491,-57996
77492,-62671
77493,-45772
77494,65418
77495,-44788
77496,-76977
77497,-76882
77498,-62791
77499,-961
77500,24923
77501,-52573
77502,-77489
77503,77420
77504,-76495
77505,27335
77506,-183
77507,-54925
77508,39557
77509,-72434
77510,-76845
77511,-77305
77512,-13149
77513,76797
77514,-53827
77515,67183
77516,-3188
77517,-50914
77518,-75626
77519,-77514
77520,77231
77521,-73006
77522,-77141
77523,-56023
77524,-66133
77525,-47958
77526,77515
77527,-47354
77528,54187
77529,56151
77530,-74998
77531,-73364
77532,-77462
77533,-19189
77534,-11742
77535,74131
77536,71142
77537,-45955
77538,16723
77539,-23088
77540,32715
77541,-77516
77542,-26065
77543,-55316
77544,71201
77545,-4329
77546,8877
77547,-70487
77548,-61433
77549,-57972
77550,14702
77551,-47153
77552,57532
77553,-1068
77554,10941
77555,71323
77556,42372
77557,-75499
77558,-18835
77559,70857
77560,77458
77561,-69416
77562,45778
77563,-74484
77564,-1571
77565,-15685
77566,-64077
77567,-68271
77568,67285
77569,-77426
77570,76996
77571,74625
77572,-29624
77573,72816
77574,12782
77575,70503
77576,-45218
77577,67557
77578,14775
77579,-6956
77580,-38131
77581,77328
77582,57692
77583,-15979
77584,-58782
77585,-25886
77586,51364
77587,-66905
77588,-77386
77589,-58387
77590,37233
77591,-71013
77592,-33022
77593,51139
77594,11966
77595,24878
77596,20861
77597,56990
77598,77452
77599,-57012
77600,77493
77601,47943
77602,58068
77603,-72288
77604,3647
77605,29435
77606,-76707
77607,-74073
77608,-39124
77609,76413
77610,-3253
77611,77060
77612,9766
77613,72658
77614,-53179
77615,73923
77616,75282
77617,-1186
77618,77526
77619,-61665
77620,-75234
77621,58871
77622,-49726
77623,-59401
77624,17994
77625,-67049
77626,-70190
77627,-39703
77628,33626
77629,-77576
77630,47139
77631,43688
77632,65849
77633,72853
77634,-39487
77635,24562
77636,66505
77637,-45435
77638,-74532
77639,-58627
77640,76539
77641,-28670
77642,13488
77643,-70638
77644,-50661
77645,24659
77646,-46326
77647,-5794
77648,-60973
77649,-64040
77650,-76031
77651,75147
77652,8044
77653,77564
77654,-72898
77655,-36136
77656,-76542
77657,-18198
77658,-73604
77659,-28395
77660,-74522
77661,21509
77662,77376
77663,-76861
77664,72551
77665,-62751
77666,-57222
77667,-66638
77668,77221
77669,47166
77670,-74171
77671,70543
77672,77222
77673,77414
77674,-70120
77675,26494
77676,-63146
77677,962
77678,48401
77679,77571
77680,-72561
77681,-27768
77682,-39772
77683,41464
77684,73967
77685,75672
77686,-34334
77687,-34916
77688,-25849
77689,1895
77690,-45119
77691,40855
77692,76720
77693,57550
77694,57635
77695,-47561
77696,32303
77697,70740
77698,-53429
77699,-5147
77700,-68202
77701,71393
77702,-23480
77703,20242
77704,-51153
77705,-77692
77706,-31233
77707,50900
77708,-6530
77709,-76165
77710,-17539
77711,-38060
77712,-29906
77713,71839
77714,-15502
77715,-76331
77716,-21234
77717,-1926
77718,15720
77719,-39262
77720,77606
77721,53729
77722,77420
77723,-76711
77724,30943
77725,-77195
77726,16562
77727,-35646
77728,-77472
77729,-24828
77730,-527
77731,55086
77732,75192
77733,70018
77734,-75389
77735,15524
77736,-76479
77737,-5313
77738,41740
77739,55769
77740,-40815
77741,42070
77742,-62450
77743,-76874
77744,54248
77745,-66324
77746,74999
77747,18585
77748,-47797
77749,-56276
77750,47101
77751,60838
77752,-67762
77753,64919
77754,70304
77755,77088
77756,-30314
77757,54266
77758,-74269
77759,-76518
77760,-76186
77761,-53767
77762,-76013
77763,64404
77764,75888
77765,-23878
77766,-73695
77767,35947
77768,60768
77769,-13413
77770,77736
77771,32521
77772,-53978
77773,58173
77774,-9995
77775,77755
77776,42745
77777,36632
77778,66667
77779,52311
77780,-25994
77781,-34693
77782,29737
77783,-75272
77784,41320
77785,76194
77786,-63426
77787,29277
77788,-37163
77789,69343
77790,76298
77791,74545
77792,74736
77793,-47228
77794,32967
77795,-59624
77796,-22023
77797,-32816
77798,68501
77799,77005
77800,-76946
77801,-66654
77802,-71677
77803,77801
77804,40137
77805,957
77806,72109
77807,-1856
77808,-49003
77809,-32983
77810,-42726
77811,-25939
77812,-70393
77813,-48114
77814,37884
77815,34948
77816,62069
77817,-40937
77818,-69135
77819,-69772
77820,28048
77821,-10795
77822,-36460
77823,75473
77824,-45336
77825,-24748
77826,77407
77827,-74962
77828,34388
77829,9847
77830,73827
77831,-32255
77832,20625
77833,-33452
77834,-24586
77835,8092
77836,-52635
77837,-53433
77838,-55407
77839,-74336
77840,27815
77841,-47806
77842,29202
77843,-60798
77844,-73690
77845,-55987
77846,48785
77847,55424
77848,1748
77849,74458
77850,60370
77851,71237
77852,-76535
77853,35970
77854,-73527
77855,-71547
77856,-28071
77857,59489
77858,-15349
77859,57019
77860,-61309
77861,56892
77862,-60927
77863,67462
77864,-41400
77865,-7151
77866,-52220
77867,-33649
77868,-43900
77869,44977
77870,72058
77871,50798
77872,-77859
77873,61445
77874,76878
77875,-6705
77876,-58054
77877,37972
77878,32491
77879,47058
77880,-6509
77881,28890
77882,-6689
77883,40656
77884,-47103
77885,69458
77886,-39243
77887,76262
77888,12534
77889,-63565
77890,71279
77891,43703
77892,-23363
77893,-66560
77894,-62141
77895,-22816
77896,-76590
77897,69865
77898,59989
77899,-22149
77900,-54326
77901,-77897
77902,72890
77903,-73492
77904,51546
77905,-73984
77906,37830
77907,-67912
77908,14834
77909,-44020
77910,-288
77911,66655
77912,13281
77913,-77645
77914,39893
77915,67837
77916,-43341
77917,31222
77918,58654
77919,34955
77920,77733
77921,-42246
77922,65719
77923,-1816
77924,-12369
77925,40710
77926,73763
77927,-77903
77928,62326
77929,4410
77930,-55688
77931,-9992
77932,-76879
77933,68958
77934,3218
77935,65964
77936,1630
77937,36442
77938,-35626
77939,-25937
77940,-858
77941,26372
77942,77557
77943,-37518
77944,-69481
77945,-77900
77946,-68318
77947,-62302
77948,68602
77949,63799
77950,-34854
77951,-71805
77952,-53604
77953,-65404
77954,-56862
77955,57372
77956,18152
77957,-9511
77958,76811
77959,-62972
77960,-73339
77961,-77643
77962,-77505
77963,-73541
77964,-40249
77965,68950
77966,-77538
77967,26858
77968,-39041
77969,32365
77970,23973
77971,36936
77972,-22685
77973,-33253
77974,-53620
77975,50439
77976,-51999
77977,46671
77978,-37413
77979,-17545
77980,-55667
77981,70182
77982,-72097
77983,43397
77984,-63923
77985,66216
77986,-47300
77987,-14036
77988,46325
77989,-62294
77990,-46623
77991,-76525
77992,-67864
77993,49317
77994,21447
77995,47388
77996,16751
77997,2185
77998,-77978
77999,39344
78000,-75288
78001,-20653
78002,-13185
78003,-20385
78004,-55671
78005,-71622
78006,2290
78007,17100
78008,-23888
78009,48478
78010,-6529
78011,-54330
78012,50459
78013,-74303
78014,72487
78015,-66992
78016,-48947
78017,-65070
78018,-75821
78019,-75927
78020,-65171
78021,-75945
78022,-10821
78023,-76211
78024,-60934
78025,25369
78026,-46556
78027,52522
78028,58830
78029,39851
78030,8006
78031,73332
78032,63214
78033,-70485
78034,-17575
78035,-62584
78036,25487
78037,52687
78038,47250
78039,33701
78040,-70767
78041,38517
78042,68612
78043,-29202
78044,60952
78045,-72179
78046,61558
78047,77894
78048,76184
78049,28819
78050,-71883
78051,16916
78052,77705
78053,58503
78054,20191
78055,1245
78056,62541
78057,-75518
78058,-30091
78059,-57365
78060,36178
78061,-42841
78062,-61102
78063,71707
78064,-11489
78065,15175
78066,69838
78067,30067
78068,72279
78069,-28802
78070,9462
78071,-35845
78072,42276
78073,31286
78074,70316
78075,59840
78076,-67988
78077,55646
78078,66962
78079,67626
78080,5974
78081,-75424
78082,-46851
78083,32460
78084,68298
78085,-17364
78086,31653
78087,-77555
78088,-77880
78089,6391
78090,65736
78091,75558
78092,33607
78093,-76726
78094,-70204
78095,-71938
78096,-75846
78097,-77712
78098,-78096
78099,-58767
78100,-28080
78101,-33606
78102,29213
78103,48504
78104,-63579
78105,40969
78106,38113
78107,-56141
78108,-52623
78109,-75723
78110,72580
78111,16668
78112,-75065
78113,16658
78114,74740
78115,77975
78116,48533
78117,77680
78118,64881
78119,57571
78120,-75571
78121,-884
78122,73159
78123,-52209
78124,-70601
78125,-917
78126,26429
78127,73341
78128,-38789
78129,-18915
78130,-39457
78131,77044
78132,-31730
78133,6699
78134,70482
78135,-28171
78136,25957
78137,71685
78138,10817
78139,-37223
78140,-77134
78141,-78057
78142,-65281
78143,75198
78144,58100
78145,-45054
78146,31845
78147,75793
78148,-68337
78149,-68796
78150,-77065
78151,-77135
78152,-39134
78153,-57126
78154,51584
78155,-63632
78156,-63990
78157,-69682
78158,-77798
78159,30474
78160,40940
78161,-73806
78162,41767
78163,35698
78164,-6458
78165,70170
78166,-45000
78167,13472
78168,58765
78169,-78021
78170,-34253
78171,16698
78172,-32948
78173,66767
78174,74633
78175,75825
78176,-36117
78177,-74208
78178,33292
78179,-40374
78180,76945
78181,70123
78182,36766
78183,4594
78184,65432
78185,-69384
78186,73300
78187,27562
78188,-56505
78189,-24186
78190,-70442
78191,-73142
78192,41548
78193,-33107
78194,-61084
78195,70641
78196,-58869
78197,-75446
78198,47473
78199,-29979
78200,-73403
78201,-24033
78202,14296
78203,76902
78204,67701
78205,-24722
78206,56502
78207,-34450
78208,50687
78209,40490
78210,71512
78211,5746
78212,-2117
78213,32853
78214,-76574
78215,-57219
78216,72108
78217,64791
78218,-73094
78219,-77512
78220,-38565
78221,72661
78222,61101
78223,-12811
78224,31531
78225,71886
78226,6013
78227,-649
78228,-75577
78229,-22707
78230,32736
78231,44469
78232,18898
78233,-75789
78234,-73436
78235,74762
78236,-78133
78237,-78221
78238,-78118
78239,58415
78240,17551
78241,68936
78242,-2537
78243,77195
78244,-16665
78245,-71389
78246,40999
78247,73372
78248,-8093
78249,-19910
78250,77294
78251,-77058
78252,-66488
78253,48408
78254,56200
78255,-3837
78256,70279
78257,78257
78258,-5704
78259,70855
78260,-36185
78261,-10593
78262,34075
78263,75114
78264,-77943
78265,-6739
78266,21909
78267,-35245
78268,-39433
78269,20955
78270,42700
78271,-39386
78272,-11475
78273,-73978
78274,17376
78275,11615
78276,-39706
78277,-43523
78278,45779
78279,-22242
78280,35872
78281,75326
78282,-2581
78283,76996
78284,75311
78285,52842
78286,31321
78287,-49148
78288,-62498
78289,58522
78290,31358
78291,-76837
78292,5723
78293,-65099
78294,69163
78295,-58185
78296,-33177
78297,-76564
78298,19022
78299,26369
78300,-78230
78301,73017
78302,8097
78303,-70335
78304,-66871
78305,63295
78306,-76099
78307,15643
78308,-66322
78309,-12673
78310,14390
78311,78146
78312,70394
78313,-25632
78314,-19716
78315,46489
78316,-22248
78317,53910
78318,20898
78319,9820
78320,-45417
78321,-66116
78322,72494
78323,-77074
78324,75623
78325,-77416
78326,-60057
78327,-57630
78328,-45786
78329,-32555
78330,-75970
78331,-502
78332,47709
78333,54756
78334,-72478
78335,-77832
78336,-64083
78337,-55812
78338,78289
78339,38320
78340,-71414
78341,49519
78342,73480
78343,-75263
78344,-10563
78345,-64423
78346,-78155
78347,78315
78348,76902
78349,67826
78350,-65302
78351,-59124
78352,54756
78353,-72495
78354,29943
78355,-36214
78356,59456
78357,-76607
78358,-52656
78359,-18207
78360,77967
78361,-67832
78362,74812
78363,-74467
78364,75761
78365,-78129
78366,52392
78367,26182
78368,-2596
78369,-67760
78370,-66448
78371,13549
78372,49831
78373,-63412
78374,-67895
78375,69866
78376,-9461
78377,78034
78378,1559
78379,54568
78380,-77936
78381,46216
78382,-2391
78383,19237
78384,-67126
78385,-31264
78386,70898
78387,-77931
78388,-47601
78389,31386
78390,78131
78391,-31193
78392,9891
78393,74789
78394,19040
78395,72868
78396,74186
78397,32762
78398,78015
78399,13289
78400,4945
78401,10413
78402,76974
78403,-75611
78404,59009
78405,-35174
78406,-52205
78407,71722
78408,-41665
78409,-73028
78410,77954
78411,-78088
78412,-42508
78413,-60944
78414,18950
78415,-6801
78416,-40862
78417,-50258
78418,73070
78419,23436
78420,-21758
78421,48745
78422,3797
78423,72673
78424,77968
78425,-3640
78426,-70103
78427,-78238
78428,17382
78429,32846
78430,-47392
78431,68979
78432,63792
78433,-72531
78434,68050
78435,3014
78436,-73460
78437,10864
78438,28558
78439,62540
78440,-24308
78441,78231
78442,-63356
78443,-37544
78444,-72344
78445,44013
78446,-51314
78447,54860
78448,78299
78449,-69421
78450,73862
78451,-1189
78452,-78114
78453,-77785
78454,58113
78455,-14112
78456,2686
78457,4837
78458,-68159
78459,65777
78460,-78097
78461,11585
78462,-72948
78463,-17011
78464,-51988
78465,-62650
78466,-27587
78467,49026
78468,-77864
78469,-28665
78470,-70236
78471,-43462
78472,-73341
78473,38956
78474,19502
78475,-66336
78476,74978
78477,53480
78478,-48628
78479,-51317
78480,-62249
78481,-78179
78482,35318
78483,16777
78484,61248
78485,-36960
78486,-58318
78487,45318
78488,-39407
78489,71262
78490,-74581
78491,31262
78492,-906
78493,-73747
78494,-74588
78495,-23734
78496,-52494
78497,70937
78498,-12667
78499,-7710
78500,-39791
78501,31478
78502,-53987
78503,-74973
78504,-70271
78505,11306
78506,43803
78507,17618
78508,-4046
78509,28491
78510,8130
78511,-33565
78512,-17443
78513,-60390
78514,-58234
78515,-77829
78516,57216
78517,75955
78518,-51445
78519,77631
78520,61313
78521,78072
78522,-21775
78523,45707
78524,2472
78525,32976
78526,75624
78527,-31899
78528,52476
78529,-72109
78530,1868
78531,74465
78532,13335
78533,68539
78534,70923
78535,-78510
78536,-78503
78537,-60668
78538,50850
78539,14166
78540,-41637
78541,78163
78542,13661
78543,76725
78544,67103
78545,-77642
78546,-49335
78547,42458
78548,45938
78549,78401
78550,-43455
78551,-36994
78552,77344
78553,-71061
78554,76013
78555,-65055
78556,70035
78557,39373
78558,43097
78559,46411
78560,-19570
78561,66915
78562,-62669
78563,-38332
78564,77765
78565,-71936
78566,14732
78567,-68997
78568,-76522
78569,62218
78570,74373
78571,-68711
78572,73975
78573,6450
78574,-23993
78575,47981
78576,40706
78577,-29439
78578,-59794
78579,5260
78580,64994
78581,52475
78582,-65172
78583,-26179
78584,8501
78585,-11718
78586,11016
78587,78586
78588,63474
78589,74874
78590,-32212
78591,74594
78592,1892
78593,54217
78594,-44764
78595,-41332
78596,-73452
78597,-78595
78598,76941
78599,-19777
78600,49069
78601,-35203
78602,78070
78603,77742
78604,11610
78605,-76269
78606,41429
78607,-57350
78608,17620
78609,73070
78610,23493
78611,13314
78612,-5469
78613,-38572
78614,35929
78615,77406
78616,-23131
78617,-40873
78618,-60570
78619,-7347
78620,-72848
78621,-53562
78622,65593
78623,24208
78624,-70526
78625,29637
78626,-55577
78627,-62349
78628,-64055
78629,68873
78630,10638
78631,42254
78632,-32145
78633,-17461
78634,-2200
78635,-60861
78636,-69149
78637,-44137
78638,54447
78639,-4539
78640,-44495
78641,45899
78642,25586
78643,60083
78644,-3187
78645,-77810
78646,64736
78647,26363
78648,-74523
78649,75362
78650,78293
78651,-77063
78652,20815
78653,-73102
78654,21775
78655,-45788
78656,-51447
78657,-21636
78658,-11649
78659,2014
78660,-18632
78661,-55658
78662,-78634
78663,5044
78664,-77489
78665,78581
78666,-26456
78667,47497
78668,53004
78669,-64045
78670,-37171
78671,25070
78672,7123
78673,-66601
78674,54445
78675,73310
78676,-63324
78677,-69506
78678,-77587
78679,-62300
78680,-62785
78681,21046
78682,-35693
78683,77036
78684,-66488
78685,48675
78686,-58410
78687,-78538
78688,76328
78689,-10596
78690,-43914
78691,-57418
78692,-61098
78693,-23708
78694,-78660
78695,-56622
78696,69242
78697,75786
78698,-76963
78699,-20470
78700,45585
78701,37083
78702,-27698
78703,-77838
78704,-74468
78705,24183
78706,-65374
78707,44340
78708,-33430
78709,24201
78710,-76085
78711,-74250
78712,-78680
78713,-73017
78714,-8132
78715,-78708
78716,78254
78717,-5398
78718,-53298
78719,60702
78720,11514
78721,-4953
78722,-75674
78723,49738
78724,23652
78725,68329
78726,-47025
78727,-78532
78728,78673
78729,74379
78730,-76777
78731,-29414
78732,-52624
78733,-57488
78734,-315
78735,-58665
78736,70215
78737,30969
78738,-57587
78739,-78688
78740,39722
78741,-23079
78742,-59690
78743,20279
78744,-1532
78745,70080
78746,-37248
78747,-75383
78748,36660
78749,-53986
78750,-60282
78751,-70888
78752,-70302
78753,41862
78754,-21607
78755,60414
78756,72616
78757,74161
78758,42093
78759,73405
78760,-78222
78761,-38828
78762,68568
78763,-30760
78764,48682
78765,-9407
78766,-69152
78767,52968
78768,53571
78769,41982
78770,-61575
78771,16887
78772,-63590
78773,67249
78774,5329
78775,59643
78776,10719
78777,-8968
78778,-74685
78779,-6467
78780,-78740
78781,60635
78782,60709
